review_id;order_id;review_score;review_comment_title;review_comment_message;review_creation_date;review_answer_timestamp;;;TABLA;
23f75a37effc35d9a915b4e1ad483793;2eaf8e099d871cd5c22b83b5ea8f6e0e;4;;;28/03/2018 0:00;30/03/2018 15:10;;;resena;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('23f75a37effc35d9a915b4e1ad483793','2eaf8e099d871cd5c22b83b5ea8f6e0e','4','','','28/03/2018','30/03/2018')
9a0abbb668bafb95a6d2b05db43284c4;d7bd0e4afdf94846eb73642b4e3e75c3;3;;;30/04/2017 0:00;03/05/2017 0:02;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('9a0abbb668bafb95a6d2b05db43284c4','d7bd0e4afdf94846eb73642b4e3e75c3','3','','','30/04/2017','03/05/2017')
3948b09f7c818e2d86c9a546758b2335;e51478e7e277a83743b6f9991dbfa3fb;5;Super recomendo;Vendedor confiável, produto ok e entrega antes do prazo.;23/05/2018 0:00;24/05/2018 3:00;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('3948b09f7c818e2d86c9a546758b2335','e51478e7e277a83743b6f9991dbfa3fb','5','Super recomendo','Vendedor confiável, produto ok e entrega antes do prazo.','23/05/2018','24/05/2018')
9314d6f9799f5bfba510cc7bcd468c01;0dacf04c5ad59fd5a0cc1faa07c34e39;2;;GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU;18/01/2018 0:00;20/01/2018 21:25;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('9314d6f9799f5bfba510cc7bcd468c01','0dacf04c5ad59fd5a0cc1faa07c34e39','2','','GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU','18/01/2018','20/01/2018')
8e15a274d95600fa14f8be64e37a0e67;ff1581e08b3011021e7c7de592ddc81e;5;;;24/03/2018 0:00;26/03/2018 15:58;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('8e15a274d95600fa14f8be64e37a0e67','ff1581e08b3011021e7c7de592ddc81e','5','','','24/03/2018','26/03/2018')
fdbdb2629a7cde0f66657acc92084e7f;70a752414a13d09cc1f2b437b914b28e;3;;;29/09/2017 0:00;02/10/2017 1:12;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('fdbdb2629a7cde0f66657acc92084e7f','70a752414a13d09cc1f2b437b914b28e','3','','','29/09/2017','02/10/2017')
373cbeecea8286a2b66c97b1b157ec46;583174fbe37d3d5f0d6661be3aad1786;1;Não chegou meu produto ;Péssimo;15/08/2018 0:00;15/08/2018 4:10;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('373cbeecea8286a2b66c97b1b157ec46','583174fbe37d3d5f0d6661be3aad1786','1','Não chegou meu produto ','Péssimo','15/08/2018','15/08/2018')
a2ff510ca4e059c3fefc7a7866571f6f;a9953b2f0b1665ac7586cc5a6ac8f58c;4;;;06/10/2017 0:00;08/10/2017 22:36;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('a2ff510ca4e059c3fefc7a7866571f6f','a9953b2f0b1665ac7586cc5a6ac8f58c','4','','','06/10/2017','08/10/2017')
80c70bc263881ba6525f6cee1d94ac87;ae168dfba236919411fe08f336fefa44;5;;;17/03/2018 0:00;04/04/2018 19:41;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('80c70bc263881ba6525f6cee1d94ac87','ae168dfba236919411fe08f336fefa44','5','','','17/03/2018','04/04/2018')
d21bbc789670eab777d27372ab9094cc;4fc44d78867142c627497b60a7e0228a;5;Ótimo;Loja nota 10;10/07/2018 0:00;11/07/2018 14:10;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('d21bbc789670eab777d27372ab9094cc','4fc44d78867142c627497b60a7e0228a','5','Ótimo','Loja nota 10','10/07/2018','11/07/2018')
7bcb3c758c67f23638262c731493e848;7c9956750739a47dba7a6928ba2f0245;5;;;09/09/2017 0:00;17/10/2017 2:25;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('7bcb3c758c67f23638262c731493e848','7c9956750739a47dba7a6928ba2f0245','5','','','09/09/2017','17/10/2017')
0e0190b9db53b689b285d3f3916f8441;79832b7cb59ac6f887088ffd686e1d5e;5;;obrigado pela atençao amim dispensada;01/12/2017 0:00;09/12/2017 22:58;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('0e0190b9db53b689b285d3f3916f8441','79832b7cb59ac6f887088ffd686e1d5e','5','','obrigado pela atençao amim dispensada','01/12/2017','09/12/2017')
66e4430c5bc6b7e3773886bf1c14d912;84cec4f65c7a4f2f54c294a30224a594;5;;;23/06/2017 0:00;27/06/2017 0:52;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('66e4430c5bc6b7e3773886bf1c14d912','84cec4f65c7a4f2f54c294a30224a594','5','','','23/06/2017','27/06/2017')
2c5e27fc178bde7ac173c9c62c31b070;0ce9a24111d850192a933fcaab6fbad3;1;;Não gostei ! Comprei gato por lebre;13/12/2017 0:00;16/12/2017 7:14;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('2c5e27fc178bde7ac173c9c62c31b070','0ce9a24111d850192a933fcaab6fbad3','1','','Não gostei ! Comprei gato por lebre','13/12/2017','16/12/2017')
540e7bbb2d06cfb7f85f3a88ba7ac97f;cf73e2cb1f4a9480ed70c154da3d954a;5;;;18/01/2018 0:00;18/01/2018 19:12;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('540e7bbb2d06cfb7f85f3a88ba7ac97f','cf73e2cb1f4a9480ed70c154da3d954a','5','','','18/01/2018','18/01/2018')
6a18a4001ae7fd911b3b9fb13686d105;8ba3f3a9292fbc22a8b7dff752bbcd37;5;;;19/07/2017 0:00;20/07/2017 10:38;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('6a18a4001ae7fd911b3b9fb13686d105','8ba3f3a9292fbc22a8b7dff752bbcd37','5','','','19/07/2017','20/07/2017')
58044bca115705a48fe0e00a21390c54;68e55ca79d04a79f20d4bfc0146f4b66;1;;Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.;08/04/2018 0:00;09/04/2018 12:22;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('58044bca115705a48fe0e00a21390c54','68e55ca79d04a79f20d4bfc0146f4b66','1','','Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.','08/04/2018','09/04/2018')
19a52a2297e5289ab4187d238d335982;677c865b89aa97e7dbeb4bfbb50bbcfd;5;;;25/08/2018 0:00;26/08/2018 22:02;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('19a52a2297e5289ab4187d238d335982','677c865b89aa97e7dbeb4bfbb50bbcfd','5','','','25/08/2018','26/08/2018')
c92cdd7dd544a01aa35137f901669cdf;37e7875cdce5a9e5b3a692971f370151;4;Muito bom.;Recebi exatamente o que esperava. As demais encomendas de outros vendedores atrasaram, mas esta chegou no prazo.;07/06/2018 0:00;09/06/2018 18:44;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('c92cdd7dd544a01aa35137f901669cdf','37e7875cdce5a9e5b3a692971f370151','4','Muito bom.','Recebi exatamente o que esperava. As demais encomendas de outros vendedores atrasaram, mas esta chegou no prazo.','07/06/2018','09/06/2018')
c0f4c8301f8c29d6f53d239e194bb4c2;04db86e3493b3724ac4bd3c9a397e23c;5;;;12/09/2017 0:00;13/09/2017 14:33;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('c0f4c8301f8c29d6f53d239e194bb4c2','04db86e3493b3724ac4bd3c9a397e23c','5','','','12/09/2017','13/09/2017')
08c9d79ec0eba1d252e3f52f14b8e6a9;e029f708df3cc108b3264558771605c6;5;Bom;Recomendo ,;13/06/2018 0:00;13/06/2018 22:54;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('08c9d79ec0eba1d252e3f52f14b8e6a9','e029f708df3cc108b3264558771605c6','5','Bom','Recomendo ,','13/06/2018','13/06/2018')
2170c9452c2216457b36003fe2969fbb;af32671d0b8ce510a94d9111d97371d3;5;;muito boa ;22/03/2018 0:00;30/03/2018 23:37;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('2170c9452c2216457b36003fe2969fbb','af32671d0b8ce510a94d9111d97371d3','5','','muito boa ','22/03/2018','30/03/2018')
b193ff3c9f32a01f3a0d9ae26b94d244;e2e6ee1ed2d7f2f36b05d234983bd7a0;5;Maravilhoso!;Tô completamente apaixonada, loja super responsável e confiável!;10/08/2018 0:00;11/08/2018 0:22;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('b193ff3c9f32a01f3a0d9ae26b94d244','e2e6ee1ed2d7f2f36b05d234983bd7a0','5','Maravilhoso!','Tô completamente apaixonada, loja super responsável e confiável!','10/08/2018','11/08/2018')
9fd59cd04b42f600df9f25e54082a8d1;3c314f50bc654f3c4e317b055681dff9;1;;Nada de chegar o meu pedido.;21/04/2017 0:00;23/04/2017 5:37;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('9fd59cd04b42f600df9f25e54082a8d1','3c314f50bc654f3c4e317b055681dff9','1','','Nada de chegar o meu pedido.','21/04/2017','23/04/2017')
ab3056e4fb5a36df4b58c1746e4a6b8f;aad1dcbe4c9fe2e3486e5e04c6649097;2;;;13/05/2018 0:00;14/05/2018 16:29;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('ab3056e4fb5a36df4b58c1746e4a6b8f','aad1dcbe4c9fe2e3486e5e04c6649097','2','','','13/05/2018','14/05/2018')
eb26c2bfb5030f57dcef30d3f111eb1e;88096595631e8d26b658306256e3ce34;1;;;08/02/2018 0:00;10/02/2018 4:28;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('eb26c2bfb5030f57dcef30d3f111eb1e','88096595631e8d26b658306256e3ce34','1','','','08/02/2018','10/02/2018')
2dc85befb47108ca16e8d6b7fb48ee35;2e496accb804bb4a59fcd3df574b450c;2;;Pensei que era um composto energético. ..pelo que vi é só maca peruana. ..se soubesse não tinha comprado. ..o mesmo produto em outros sites são compostos. .se pudesse devolver, devolveria. ..;13/03/2018 0:00;15/03/2018 21:17;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('2dc85befb47108ca16e8d6b7fb48ee35','2e496accb804bb4a59fcd3df574b450c','2','','Pensei que era um composto energético. ..pelo que vi é só maca peruana. ..se soubesse não tinha comprado. ..o mesmo produto em outros sites são compostos. .se pudesse devolver, devolveria. ..','13/03/2018','15/03/2018')
491eba62ef49203b5b652753f0548eb4;01be2f7ca246adb9112cb75096af2ee0;5;;;27/02/2018 0:00;01/03/2018 1:40;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('491eba62ef49203b5b652753f0548eb4','01be2f7ca246adb9112cb75096af2ee0','5','','','27/02/2018','01/03/2018')
0820684b9ad1c78177fd0030e0a6f84c;18233451c81fa4cf187fae71d8e8a299;2;;..;18/12/2017 0:00;19/12/2017 5:06;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('0820684b9ad1c78177fd0030e0a6f84c','18233451c81fa4cf187fae71d8e8a299','2','','..','18/12/2017','19/12/2017')
a97b32ba40effc911f855580259d8b18;be672f99f61bb90b0430f407ba4378cb;5;SUPER RECOMENDADA;;23/08/2018 0:00;25/08/2018 21:54;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('a97b32ba40effc911f855580259d8b18','be672f99f61bb90b0430f407ba4378cb','5','SUPER RECOMENDADA','','23/08/2018','25/08/2018')
593f9a445a0e187ef2079acd1ffff0d2;eae81d7a6951b80a04eb152e76e3ba55;5;;Rápido e eficiente ;27/07/2018 0:00;28/07/2018 20:14;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('593f9a445a0e187ef2079acd1ffff0d2','eae81d7a6951b80a04eb152e76e3ba55','5','','Rápido e eficiente ','27/07/2018','28/07/2018')
f915c8bff52133296d6edb84598291c5;9bcc43446a687456408f7c92cf486f48;3;;Muuuuito demorado, apesar de entregue no prazo!;25/01/2018 0:00;25/01/2018 22:05;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('f915c8bff52133296d6edb84598291c5','9bcc43446a687456408f7c92cf486f48','3','','Muuuuito demorado, apesar de entregue no prazo!','25/01/2018','25/01/2018')
24e6b1518b0f512a97f90025ce22c959;05a82511dd29bef74d8003b015912fd6;3;;A mercadoria deveria ser entregue no meu endereço para isso fpi pago um frete.;26/09/2017 0:00;26/09/2017 18:40;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('24e6b1518b0f512a97f90025ce22c959','05a82511dd29bef74d8003b015912fd6','3','','A mercadoria deveria ser entregue no meu endereço para isso fpi pago um frete.','26/09/2017','26/09/2017')
bc30f621152138e11375035946797a9f;e1a86e22da680449cba8e136ffa97f8a;5;;;12/12/2017 0:00;14/12/2017 8:46;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('bc30f621152138e11375035946797a9f','e1a86e22da680449cba8e136ffa97f8a','5','','','12/12/2017','14/12/2017')
a6d46f197cf1f4094068ff329a25f13d;7139cfc52657eafe990b5b23ed163482;5;;Ótimo produto;12/02/2018 0:00;12/02/2018 19:28;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('a6d46f197cf1f4094068ff329a25f13d','7139cfc52657eafe990b5b23ed163482','5','','Ótimo produto','12/02/2018','12/02/2018')
2685df992293d34910858edc20766c97;fa612a1874826daa30fed5e3073b9d0d;3;;;02/03/2018 0:00;05/03/2018 13:55;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('2685df992293d34910858edc20766c97','fa612a1874826daa30fed5e3073b9d0d','3','','','02/03/2018','05/03/2018')
60a8d23cfba4df32c499adcda59cffd0;3597f6476c27b4e1cc2f58588116f8f5;5;;;24/10/2017 0:00;24/10/2017 20:19;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('60a8d23cfba4df32c499adcda59cffd0','3597f6476c27b4e1cc2f58588116f8f5','5','','','24/10/2017','24/10/2017')
98ebeab901ad63fc788ec7c71342fd3d;421e787a5dec780e5db14facee9bdab5;5;;RECEBI DIREITINHO E RAPIDO. COMPRAREI NOVAMENTE.;20/01/2018 0:00;24/01/2018 10:13;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('98ebeab901ad63fc788ec7c71342fd3d','421e787a5dec780e5db14facee9bdab5','5','','RECEBI DIREITINHO E RAPIDO. COMPRAREI NOVAMENTE.','20/01/2018','24/01/2018')
ee5d92337626519d937cdae22df967b8;21df4877f402eea02a4c1aab13411b1f;5;papel parede;lindo!;09/08/2018 0:00;15/08/2018 11:24;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('ee5d92337626519d937cdae22df967b8','21df4877f402eea02a4c1aab13411b1f','5','papel parede','lindo!','09/08/2018','15/08/2018')
a7ca43954a4abd9a400d2c57a26e48cf;2526d08a2985e1b276a405915c2d8be9;2;;BOM;15/02/2017 0:00;16/02/2017 0:59;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('a7ca43954a4abd9a400d2c57a26e48cf','2526d08a2985e1b276a405915c2d8be9','2','','BOM','15/02/2017','16/02/2017')
fd511e7d3dfe38fc3a2b22050d761f68;b89b5e15757b5d96e7d67c969324aeca;5;;;16/08/2018 0:00;19/08/2018 17:03;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('fd511e7d3dfe38fc3a2b22050d761f68','b89b5e15757b5d96e7d67c969324aeca','5','','','16/08/2018','19/08/2018')
694b3dacfc70f529c2491e18f111eee5;d17ebef6117650c283479ff4dca49c6f;5;;ÓTIMO;01/08/2017 0:00;04/08/2017 17:19;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('694b3dacfc70f529c2491e18f111eee5','d17ebef6117650c283479ff4dca49c6f','5','','ÓTIMO','01/08/2017','04/08/2017')
b29be67aa48c48115cadfd71db59a8b7;d39cd8aec30c3829bad1c1b4194b4fd8;4;;;06/09/2017 0:00;11/09/2017 14:22;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('b29be67aa48c48115cadfd71db59a8b7','d39cd8aec30c3829bad1c1b4194b4fd8','4','','','06/09/2017','11/09/2017')
f976dfe2abb5166a4496063a4f7aa414;5e6bf5e993fb83ee6af7a9f8a954e807;5;;;04/06/2017 0:00;06/06/2017 20:36;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('f976dfe2abb5166a4496063a4f7aa414','5e6bf5e993fb83ee6af7a9f8a954e807','5','','','04/06/2017','06/06/2017')
ace34c58acaa7ca2bd0272fbe2051008;ae08a26b052c48419e21581f9f01d47e;1;;;10/02/2018 0:00;10/02/2018 8:34;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('ace34c58acaa7ca2bd0272fbe2051008','ae08a26b052c48419e21581f9f01d47e','1','','','10/02/2018','10/02/2018')
630646be7c90f7e60947952add30985a;d28f2bc60aaf4da8d97ff1319fdffab4;4;;;21/03/2018 0:00;21/03/2018 23:48;;;;INSERT INTO  (review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp) VALUES ('630646be7c90f7e60947952add30985a','d28f2bc60aaf4da8d97ff1319fdffab4','4','','','21/03/2018','21/03/2018')
